episode_id,scenario_type,priority_hint,policy,sample_idx,chosen_vendor_id,chosen_vendor_name,is_doordash_choice,total_cost,eta_min,rating,reliability_score,cancel_rate_pct,on_time_rate_pct,delivery_fee_usd,service_fee_pct,weights_json
episode_001,dominated,value,random_equation,18,ep001_vendor_045,PrimeLane045,False,23.83,29,4.61,81.79,7.92,84.84,1.7,5.52,"[0.3121240682013736, 0.08521247322897928, 0.10115503503535773, 0.21721965217696992, 0.28428877135731956]"
episode_001,dominated,value,random_equation,19,ep001_vendor_085,BlinkHub085,False,25.36,25,4.74,88.0,5.85,91.18,2.64,5.56,"[0.005037045847287058, 0.2307604523317075, 0.3643307018324392, 0.09264516605067166, 0.30722663393789457]"
episode_001,dominated,value,random_equation,20,ep001_vendor_085,BlinkHub085,False,25.36,25,4.74,88.0,5.85,91.18,2.64,5.56,"[0.11807673241495446, 0.38262197789856495, 0.37411155517759265, 0.09908923054747511, 0.026100503961412638]"
episode_001,dominated,value,random_equation,21,ep001_vendor_005,BlinkDrop005,False,23.36,40,4.64,84.95,7.55,89.64,1.49,3.74,"[0.8119000228264421, 0.00834753685006965, 0.010267617862437895, 0.09179096398458976, 0.07769385847646061]"
episode_001,dominated,value,random_equation,22,ep001_vendor_045,PrimeLane045,False,23.83,29,4.61,81.79,7.92,84.84,1.7,5.52,"[0.4575115400188393, 0.12805968343183155, 0.05288759317994474, 0.03648732556485471, 0.3250538578045297]"
episode_001,dominated,value,random_equation,23,ep001_vendor_085,BlinkHub085,False,25.36,25,4.74,88.0,5.85,91.18,2.64,5.56,"[0.08093641955589324, 0.159192540292904, 0.5595683267453011, 0.07636157665870232, 0.12394113674719937]"
episode_001,dominated,value,random_equation,24,ep001_vendor_045,PrimeLane045,False,23.83,29,4.61,81.79,7.92,84.84,1.7,5.52,"[0.16049116234020203, 0.2228111241949552, 0.04322678593076068, 0.03212563865417986, 0.5413452888799022]"
episode_001,dominated,value,random_equation,25,ep001_vendor_085,BlinkHub085,False,25.36,25,4.74,88.0,5.85,91.18,2.64,5.56,"[0.08317505198417828, 0.35150326864187836, 0.15305010092311302, 0.2341695420749082, 0.17810203637592217]"
episode_001,dominated,value,random_equation,26,ep001_vendor_085,BlinkHub085,False,25.36,25,4.74,88.0,5.85,91.18,2.64,5.56,"[0.19567908757081753, 0.08510765282440383, 0.03402060402843421, 0.6561362332072699, 0.02905642236907451]"
episode_001,dominated,value,random_equation,27,ep001_vendor_085,BlinkHub085,False,25.36,25,4.74,88.0,5.85,91.18,2.64,5.56,"[0.07251740117017659, 0.26274330838194343, 0.3975007766977147, 0.10277532034792872, 0.16446319340223656]"
episode_001,dominated,value,random_equation,28,ep001_vendor_012,SwiftDrop012,False,25.06,38,4.81,88.25,8.53,95.87,1.8,11.29,"[0.10347652923393133, 0.02846254437881813, 0.23990045535652202, 0.5435351734876118, 0.08462529754311668]"
episode_001,dominated,value,random_equation,29,ep001_vendor_085,BlinkHub085,False,25.36,25,4.74,88.0,5.85,91.18,2.64,5.56,"[0.059961300114486846, 0.6437040142637145, 0.02692306369687975, 0.14657034972571098, 0.122841272199208]"
episode_001,dominated,value,random_equation,30,ep001_vendor_091,BlinkCart091,False,31.04,24,4.89,90.05,4.92,91.85,6.32,12.01,"[0.04925250716152646, 0.3836583962501461, 0.04046250866588838, 0.5203239548574269, 0.006302633065012255]"
episode_001,dominated,value,random_equation,31,ep001_vendor_045,PrimeLane045,False,23.83,29,4.61,81.79,7.92,84.84,1.7,5.52,"[0.2601029943229114, 0.33869354232986104, 0.005563124248597323, 0.09023714065242013, 0.3054031984462101]"
episode_001,dominated,value,random_equation,32,ep001_vendor_085,BlinkHub085,False,25.36,25,4.74,88.0,5.85,91.18,2.64,5.56,"[0.2610685917562557, 0.11264803799933112, 0.5029389042372278, 0.02490672679807478, 0.09843773920911077]"
episode_001,dominated,value,random_equation,33,ep001_vendor_045,PrimeLane045,False,23.83,29,4.61,81.79,7.92,84.84,1.7,5.52,"[0.39333362939533334, 0.08538621717969497, 0.06188634611214885, 0.2578763224510691, 0.20151748486175383]"
episode_001,dominated,value,random_equation,34,ep001_vendor_005,BlinkDrop005,False,23.36,40,4.64,84.95,7.55,89.64,1.49,3.74,"[0.023997600660375665, 0.046474063374791715, 0.0927361356496421, 0.020661157351398923, 0.8161310429637916]"
episode_001,dominated,value,random_equation,35,ep001_vendor_012,SwiftDrop012,False,25.06,38,4.81,88.25,8.53,95.87,1.8,11.29,"[0.0984331998147038, 0.005097114319212557, 0.033359621219609684, 0.7700799192164773, 0.09303014542999667]"
episode_001,dominated,value,random_equation,36,ep001_vendor_005,BlinkDrop005,False,23.36,40,4.64,84.95,7.55,89.64,1.49,3.74,"[0.048217817605713593, 0.023130455946461344, 0.07294721975868618, 0.19117790361127074, 0.6645266030778683]"
episode_001,dominated,value,random_equation,37,ep001_vendor_085,BlinkHub085,False,25.36,25,4.74,88.0,5.85,91.18,2.64,5.56,"[0.014640221108532319, 0.316007337152253, 0.27864063268859157, 0.3031100539564741, 0.0876017550941489]"
episode_001,dominated,value,random_equation,38,ep001_vendor_012,SwiftDrop012,False,25.06,38,4.81,88.25,8.53,95.87,1.8,11.29,"[0.021905534568826775, 0.03128724787369363, 0.4443937190753759, 0.2451377135899255, 0.2572757848921782]"
episode_001,dominated,value,random_equation,39,ep001_vendor_085,BlinkHub085,False,25.36,25,4.74,88.0,5.85,91.18,2.64,5.56,"[0.23959150505194002, 0.12707774444177858, 0.18657200010666602, 0.38647982507283174, 0.060278925326783556]"
episode_001,dominated,value,random_equation,40,ep001_vendor_091,BlinkCart091,False,31.04,24,4.89,90.05,4.92,91.85,6.32,12.01,"[0.0022808687722124725, 0.25508142257741145, 0.5835042436855221, 0.09898441693142328, 0.060149048033430616]"
episode_001,dominated,value,random_equation,41,ep001_vendor_085,BlinkHub085,False,25.36,25,4.74,88.0,5.85,91.18,2.64,5.56,"[0.2381489628545346, 0.2763326738374956, 0.11073485160930537, 0.3100627221618348, 0.0647207895368297]"
episode_001,dominated,value,random_equation,42,ep001_vendor_085,BlinkHub085,False,25.36,25,4.74,88.0,5.85,91.18,2.64,5.56,"[0.08245717953925302, 0.49778985308875456, 0.08789780230187143, 0.06428915623597323, 0.2675660088341479]"
episode_001,dominated,value,random_equation,43,ep001_vendor_085,BlinkHub085,False,25.36,25,4.74,88.0,5.85,91.18,2.64,5.56,"[0.07059689355012455, 0.1451793532152515, 0.2684132326370211, 0.21629343072915813, 0.2995170898684448]"
episode_001,dominated,value,random_equation,44,ep001_vendor_085,BlinkHub085,False,25.36,25,4.74,88.0,5.85,91.18,2.64,5.56,"[0.25853454691996913, 0.47054393811837947, 0.13298273269231445, 0.011115306788623292, 0.1268234754807137]"
episode_001,dominated,value,random_equation,45,ep001_vendor_085,BlinkHub085,False,25.36,25,4.74,88.0,5.85,91.18,2.64,5.56,"[0.2044767399648679, 0.6106758876299612, 0.11237816427796515, 0.011104849015200174, 0.061364359112005475]"
episode_001,dominated,value,random_equation,46,ep001_vendor_045,PrimeLane045,False,23.83,29,4.61,81.79,7.92,84.84,1.7,5.52,"[0.34386947390688183, 0.18427835835244602, 0.042247332313528445, 0.09652507863850912, 0.33307975678863455]"
episode_001,dominated,value,random_equation,47,ep001_vendor_005,BlinkDrop005,False,23.36,40,4.64,84.95,7.55,89.64,1.49,3.74,"[0.03675224774962421, 0.014767075763123473, 0.033049671254713295, 0.03261287445682017, 0.8828181307757188]"
episode_001,dominated,value,random_equation,48,ep001_vendor_085,BlinkHub085,False,25.36,25,4.74,88.0,5.85,91.18,2.64,5.56,"[0.10804650630003168, 0.16135058066101265, 0.42029290430787114, 0.08175080185237514, 0.22855920687870937]"
episode_001,dominated,value,random_equation,49,ep001_vendor_085,BlinkHub085,False,25.36,25,4.74,88.0,5.85,91.18,2.64,5.56,"[0.21700433745455405, 0.13300788661569463, 0.3931410448160508, 0.06402159934299212, 0.19282513177070845]"
episode_001,dominated,value,random_equation,50,ep001_vendor_005,BlinkDrop005,False,23.36,40,4.64,84.95,7.55,89.64,1.49,3.74,"[0.17492187137613316, 0.05047719415158009, 0.15724848505282338, 0.13616523607178893, 0.48118721334767456]"
episode_001,dominated,value,random_equation,51,ep001_vendor_005,BlinkDrop005,False,23.36,40,4.64,84.95,7.55,89.64,1.49,3.74,"[0.22648442082854683, 0.04223081098866037, 0.05897303774909595, 0.03587126517563009, 0.6364404652580666]"
episode_001,dominated,value,random_equation,52,ep001_vendor_091,BlinkCart091,False,31.04,24,4.89,90.05,4.92,91.85,6.32,12.01,"[0.03608785719962122, 0.505693973589491, 0.2886454757169496, 0.1660469193591403, 0.0035257741347978055]"
episode_001,dominated,value,random_equation,53,ep001_vendor_085,BlinkHub085,False,25.36,25,4.74,88.0,5.85,91.18,2.64,5.56,"[0.18533811884776727, 0.1749446958984333, 0.4275971172965022, 0.07273028279321944, 0.1393897851640779]"
episode_001,dominated,value,random_equation,54,ep001_vendor_012,SwiftDrop012,False,25.06,38,4.81,88.25,8.53,95.87,1.8,11.29,"[0.18106779683135446, 0.016249468295096926, 0.49830319791500727, 0.20624234803282537, 0.09813718892571602]"
episode_001,dominated,value,random_equation,55,ep001_vendor_012,SwiftDrop012,False,25.06,38,4.81,88.25,8.53,95.87,1.8,11.29,"[0.062262216069047395, 0.0911919876974516, 0.10748907369176856, 0.48733081243802745, 0.251725910103705]"
episode_001,dominated,value,random_equation,56,ep001_vendor_005,BlinkDrop005,False,23.36,40,4.64,84.95,7.55,89.64,1.49,3.74,"[0.06492191998849951, 0.05444720574012035, 0.04214031965770793, 0.018694829501338623, 0.8197957251123336]"
episode_001,dominated,value,random_equation,57,ep001_vendor_012,SwiftDrop012,False,25.06,38,4.81,88.25,8.53,95.87,1.8,11.29,"[0.07177545058607719, 0.03838765297638007, 0.3487784447718105, 0.3601111248171846, 0.18094732684854756]"
episode_001,dominated,value,random_equation,58,ep001_vendor_012,SwiftDrop012,False,25.06,38,4.81,88.25,8.53,95.87,1.8,11.29,"[0.014353111607554791, 0.0002722026781743359, 0.3363094340821795, 0.27040473842671403, 0.3786605132053773]"
episode_001,dominated,value,random_equation,59,ep001_vendor_085,BlinkHub085,False,25.36,25,4.74,88.0,5.85,91.18,2.64,5.56,"[0.09667724038334675, 0.26849834710273895, 0.4978220947306619, 0.03660350699620759, 0.10039881078704481]"
episode_001,dominated,value,random_equation,60,ep001_vendor_085,BlinkHub085,False,25.36,25,4.74,88.0,5.85,91.18,2.64,5.56,"[0.07868930164564325, 0.3137249196512347, 0.1271680155893595, 0.08735043578379902, 0.3930673273299634]"
episode_001,dominated,value,random_equation,61,ep001_vendor_085,BlinkHub085,False,25.36,25,4.74,88.0,5.85,91.18,2.64,5.56,"[0.3060489363088526, 0.2591804290996785, 0.16428184736018633, 0.144880207390503, 0.12560857984077964]"
episode_001,dominated,value,random_equation,62,ep001_vendor_005,BlinkDrop005,False,23.36,40,4.64,84.95,7.55,89.64,1.49,3.74,"[0.3105279081313927, 0.003465934464165018, 0.08079088844890288, 0.3475746131213371, 0.2576406558342023]"
episode_001,dominated,value,random_equation,63,ep001_vendor_012,SwiftDrop012,False,25.06,38,4.81,88.25,8.53,95.87,1.8,11.29,"[0.04926293675046007, 0.05443642344627952, 0.25549069613287195, 0.17713813008542256, 0.46367181358496595]"
episode_001,dominated,value,random_equation,64,ep001_vendor_085,BlinkHub085,False,25.36,25,4.74,88.0,5.85,91.18,2.64,5.56,"[0.24168329105865805, 0.1536986443957045, 0.4275130881129514, 0.1490018938097352, 0.0281030826229508]"
episode_001,dominated,value,random_equation,65,ep001_vendor_085,BlinkHub085,False,25.36,25,4.74,88.0,5.85,91.18,2.64,5.56,"[0.02295336041977839, 0.34990545782312515, 0.057433624503008554, 0.4304091392227008, 0.139298418031387]"
episode_001,dominated,value,random_equation,66,ep001_vendor_085,BlinkHub085,False,25.36,25,4.74,88.0,5.85,91.18,2.64,5.56,"[0.18299616073282354, 0.4356856179953189, 0.06839774611207751, 0.047110559153317876, 0.2658099160064621]"
episode_001,dominated,value,random_equation,67,ep001_vendor_085,BlinkHub085,False,25.36,25,4.74,88.0,5.85,91.18,2.64,5.56,"[0.3371298697078496, 0.3646597858456584, 0.19505446546839644, 0.005125305626543319, 0.09803057335155241]"
episode_001,dominated,value,random_equation,68,ep001_vendor_091,BlinkCart091,False,31.04,24,4.89,90.05,4.92,91.85,6.32,12.01,"[0.0038202299457850528, 0.05209247263393559, 0.8719525230327919, 0.037115089648995334, 0.035019684738492096]"
episode_001,dominated,value,random_equation,69,ep001_vendor_012,SwiftDrop012,False,25.06,38,4.81,88.25,8.53,95.87,1.8,11.29,"[0.2794776148358004, 0.023595535234438875, 0.319233838980052, 0.3181930742703547, 0.05949993667935393]"
episode_001,dominated,value,random_equation,70,ep001_vendor_045,PrimeLane045,False,23.83,29,4.61,81.79,7.92,84.84,1.7,5.52,"[0.1728601946895324, 0.16939684713858502, 0.058548378982323214, 0.12670910425542367, 0.4724854749341356]"
episode_001,dominated,value,random_equation,71,ep001_vendor_045,PrimeLane045,False,23.83,29,4.61,81.79,7.92,84.84,1.7,5.52,"[0.47380169528381566, 0.16123169235245335, 0.13361248866919062, 0.05771370146940354, 0.17364042222513676]"
episode_001,dominated,value,random_equation,72,ep001_vendor_045,PrimeLane045,False,23.83,29,4.61,81.79,7.92,84.84,1.7,5.52,"[0.4227427641061295, 0.17687976935678928, 0.10301963554981813, 0.03201446704246756, 0.2653433639447955]"
episode_001,dominated,value,random_equation,73,ep001_vendor_005,BlinkDrop005,False,23.36,40,4.64,84.95,7.55,89.64,1.49,3.74,"[0.027104214205014302, 0.004865705814765932, 0.054249124419244704, 0.19001359071399718, 0.7237673648469779]"
episode_001,dominated,value,random_equation,74,ep001_vendor_085,BlinkHub085,False,25.36,25,4.74,88.0,5.85,91.18,2.64,5.56,"[0.16299306695571386, 0.07830882179297789, 0.6724384090166946, 0.051416224177093475, 0.034843478057520375]"
episode_001,dominated,value,random_equation,75,ep001_vendor_005,BlinkDrop005,False,23.36,40,4.64,84.95,7.55,89.64,1.49,3.74,"[0.3714159534998637, 0.058040238128086334, 0.06424132220389257, 0.38889531408484374, 0.11740717208331355]"
episode_001,dominated,value,random_equation,76,ep001_vendor_012,SwiftDrop012,False,25.06,38,4.81,88.25,8.53,95.87,1.8,11.29,"[0.16044741615734198, 0.024731104145034474, 0.5066168731535658, 0.1865117314980586, 0.1216928750459991]"
episode_001,dominated,value,random_equation,77,ep001_vendor_012,SwiftDrop012,False,25.06,38,4.81,88.25,8.53,95.87,1.8,11.29,"[0.1874703304856564, 0.029334887357107944, 0.10919144726595309, 0.6274361871732307, 0.046567147718051795]"
episode_001,dominated,value,random_equation,78,ep001_vendor_012,SwiftDrop012,False,25.06,38,4.81,88.25,8.53,95.87,1.8,11.29,"[0.06851753252875027, 0.01342198457426041, 0.32528088193931004, 0.1873879103494531, 0.40539169060822616]"
episode_001,dominated,value,random_equation,79,ep001_vendor_085,BlinkHub085,False,25.36,25,4.74,88.0,5.85,91.18,2.64,5.56,"[0.1758956416382956, 0.353498073495775, 0.10707445974653723, 0.2348454777749535, 0.12868634734443868]"
episode_001,dominated,value,random_equation,80,ep001_vendor_085,BlinkHub085,False,25.36,25,4.74,88.0,5.85,91.18,2.64,5.56,"[0.10296201041232608, 0.09528011644677312, 0.173486847284474, 0.5687761855317579, 0.05949484032466895]"
episode_001,dominated,value,random_equation,81,ep001_vendor_045,PrimeLane045,False,23.83,29,4.61,81.79,7.92,84.84,1.7,5.52,"[0.2637547943702782, 0.19285112998530046, 0.09530878152135318, 0.08292450154029066, 0.36516079258277756]"
episode_001,dominated,value,random_equation,82,ep001_vendor_045,PrimeLane045,False,23.83,29,4.61,81.79,7.92,84.84,1.7,5.52,"[0.14733260760456848, 0.21543728381924399, 0.1653029049357474, 0.04701836299433665, 0.42490884064610335]"
episode_001,dominated,value,random_equation,83,ep001_vendor_085,BlinkHub085,False,25.36,25,4.74,88.0,5.85,91.18,2.64,5.56,"[0.01688110150895712, 0.3724086628041074, 0.3863477988726311, 0.09474521160033236, 0.12961722521397204]"
episode_001,dominated,value,random_equation,84,ep001_vendor_085,BlinkHub085,False,25.36,25,4.74,88.0,5.85,91.18,2.64,5.56,"[0.3970305636620384, 0.34531126212850993, 0.19837711250273035, 0.05127322919688594, 0.00800783250983552]"
episode_001,dominated,value,random_equation,85,ep001_vendor_085,BlinkHub085,False,25.36,25,4.74,88.0,5.85,91.18,2.64,5.56,"[0.25724403407079516, 0.3445662417731176, 0.011616780294042795, 0.26924798633654545, 0.11732495752549907]"
episode_001,dominated,value,random_equation,86,ep001_vendor_012,SwiftDrop012,False,25.06,38,4.81,88.25,8.53,95.87,1.8,11.29,"[0.07363454965154324, 0.09686595766731122, 0.26733636869538413, 0.07838428153043939, 0.4837788424553221]"
episode_001,dominated,value,random_equation,87,ep001_vendor_005,BlinkDrop005,False,23.36,40,4.64,84.95,7.55,89.64,1.49,3.74,"[0.7693527135027277, 0.042888018536298055, 0.07000630884884189, 0.08451350528676867, 0.03323945382536368]"
episode_001,dominated,value,random_equation,88,ep001_vendor_012,SwiftDrop012,False,25.06,38,4.81,88.25,8.53,95.87,1.8,11.29,"[0.13326476054932151, 0.0439484285144815, 0.06381168918466107, 0.5238588552490065, 0.23511626650252948]"
episode_001,dominated,value,random_equation,89,ep001_vendor_085,BlinkHub085,False,25.36,25,4.74,88.0,5.85,91.18,2.64,5.56,"[0.21620611724931296, 0.0449955752067759, 0.39104323667854557, 0.33373248103209435, 0.014022589833271313]"
episode_001,dominated,value,random_equation,90,ep001_vendor_045,PrimeLane045,False,23.83,29,4.61,81.79,7.92,84.84,1.7,5.52,"[0.1526779059769714, 0.08597335055616843, 0.07640376442213431, 0.20692194643697, 0.47802303260775575]"
episode_001,dominated,value,random_equation,91,ep001_vendor_085,BlinkHub085,False,25.36,25,4.74,88.0,5.85,91.18,2.64,5.56,"[0.34575258467253667, 0.3127388415179577, 0.2290694533061896, 0.028348691454417017, 0.08409042904889896]"
episode_001,dominated,value,random_equation,92,ep001_vendor_085,BlinkHub085,False,25.36,25,4.74,88.0,5.85,91.18,2.64,5.56,"[0.08387090885337241, 0.4272974360859748, 0.18343970234401827, 0.2556205746794867, 0.04977137803714786]"
episode_001,dominated,value,random_equation,93,ep001_vendor_045,PrimeLane045,False,23.83,29,4.61,81.79,7.92,84.84,1.7,5.52,"[0.09736818729492974, 0.2255046092239182, 0.05494576601604697, 0.18169276669326626, 0.44048867077183884]"
episode_001,dominated,value,random_equation,94,ep001_vendor_091,BlinkCart091,False,31.04,24,4.89,90.05,4.92,91.85,6.32,12.01,"[0.018657209409294797, 0.4123173877203678, 0.23645303416600708, 0.2777952666398575, 0.05477710206447279]"
episode_001,dominated,value,random_equation,95,ep001_vendor_012,SwiftDrop012,False,25.06,38,4.81,88.25,8.53,95.87,1.8,11.29,"[0.09709905689136467, 0.004098971019938942, 0.21376820573311736, 0.634807496614803, 0.05022626974077611]"
episode_001,dominated,value,random_equation,96,ep001_vendor_085,BlinkHub085,False,25.36,25,4.74,88.0,5.85,91.18,2.64,5.56,"[0.01159725022419474, 0.21103889503064122, 0.36807202596072214, 0.2564067201834045, 0.15288510860103738]"
episode_001,dominated,value,random_equation,97,ep001_vendor_060,RocketFleet060,False,25.93,26,3.93,78.64,6.65,82.98,1.62,12.68,"[0.059887882556665974, 0.15372977664424087, 0.05139513502829454, 0.031627094088406665, 0.703360111682392]"
episode_001,dominated,value,random_equation,98,ep001_vendor_085,BlinkHub085,False,25.36,25,4.74,88.0,5.85,91.18,2.64,5.56,"[0.027752486364790215, 0.578974794647866, 0.15640941935243027, 0.07733487384309565, 0.15952842579181797]"
episode_001,dominated,value,random_equation,99,ep001_vendor_045,PrimeLane045,False,23.83,29,4.61,81.79,7.92,84.84,1.7,5.52,"[0.1518706764778862, 0.28027359937532953, 0.10533269228510878, 0.04444147565949954, 0.4180815562021761]"
episode_002,dominated,value,price_first,,ep002_vendor_001,QuickCart001,False,20.02,26,4.27,79.84,9.41,87.1,2.17,5.73,
episode_002,dominated,value,eta_first,,ep002_vendor_064,GoDrop064,False,22.58,24,3.24,69.42,12.94,83.93,3.19,9.42,
episode_002,dominated,value,rating_first,,ep002_vendor_078,FeastRunner078,False,25.16,26,4.9,87.36,8.1,92.66,4.55,7.67,
episode_002,dominated,value,reliability_first,,ep002_vendor_076,NoshBite076,False,25.25,36,4.81,89.32,7.05,95.12,4.1,11.86,
episode_002,dominated,value,balanced_equation,,ep002_vendor_070,DashHub070,False,20.86,30,4.73,85.45,6.84,88.44,1.79,7.2,
episode_002,dominated,value,random_equation,0,ep002_vendor_040,SwiftExpress040,False,23.03,28,4.79,88.82,6.96,94.24,3.5,9.13,"[0.019492005308691312, 0.07993102520870238, 0.6750840563955963, 0.10909123191039341, 0.11640168117661664]"
episode_002,dominated,value,random_equation,1,ep002_vendor_092,BlinkCart092,False,22.88,28,4.4,87.73,5.3,92.79,2.19,8.88,"[0.007177907512106941, 0.4490718560148474, 0.31114707795204294, 0.04276667304151459, 0.189836485479488]"
episode_002,dominated,value,random_equation,2,ep002_vendor_063,NoshLane063,False,20.97,37,4.77,87.31,5.25,88.57,1.57,5.47,"[2.3477787778449964e-06, 0.013771971664924101, 0.589760615115097, 0.20449054355799315, 0.19197452188320782]"
episode_002,dominated,value,random_equation,3,ep002_vendor_063,NoshLane063,False,20.97,37,4.77,87.31,5.25,88.57,1.57,5.47,"[0.2237268063040916, 0.06677883173326223, 0.32984156306961687, 0.09721381397427739, 0.2824389849187518]"
episode_002,dominated,value,random_equation,4,ep002_vendor_063,NoshLane063,False,20.97,37,4.77,87.31,5.25,88.57,1.57,5.47,"[0.10615350345571238, 0.05813044835211989, 0.1557643796756301, 0.4325217329003848, 0.2474299356161527]"
episode_002,dominated,value,random_equation,5,ep002_vendor_063,NoshLane063,False,20.97,37,4.77,87.31,5.25,88.57,1.57,5.47,"[0.10191061284839807, 0.005158054085672777, 0.05281332308759067, 0.10666934660079641, 0.733448663377542]"
episode_002,dominated,value,random_equation,6,ep002_vendor_070,DashHub070,False,20.86,30,4.73,85.45,6.84,88.44,1.79,7.2,"[0.050999075672611485, 0.260562212630793, 0.13914092070445092, 0.06579446261279992, 0.48350332837934473]"
episode_002,dominated,value,random_equation,7,ep002_vendor_063,NoshLane063,False,20.97,37,4.77,87.31,5.25,88.57,1.57,5.47,"[0.013543772136688722, 0.004987919903713993, 0.2528088140057035, 0.24401178974699317, 0.4846477042069006]"
