episode_id,scenario_type,priority_hint,policy,sample_idx,chosen_vendor_id,chosen_vendor_name,is_doordash_choice,total_cost,eta_min,rating,delivery_fee_usd,service_fee_pct,weights_json
episode_001,dominated,value,random_equation,89,ep001_vendor_001,FeastMeals001,False,18.89,24,4.4,2.15,3.0,"[0.3064086123185382, 0.2539204088490122, 0.10968051579058696, 0.3299904630418626]"
episode_001,dominated,value,random_equation,90,ep001_vendor_001,FeastMeals001,False,18.89,24,4.4,2.15,3.0,"[0.575429041757629, 0.2407652237466456, 0.14022827875480717, 0.04357745574091826]"
episode_001,dominated,value,random_equation,91,ep001_vendor_001,FeastMeals001,False,18.89,24,4.4,2.15,3.0,"[0.9710858573929653, 0.009089582468402715, 0.0016317475185139102, 0.018192812620117942]"
episode_001,dominated,value,random_equation,92,ep001_vendor_093,CityNow093,False,27.11,25,4.75,1.83,6.17,"[0.07953896036093643, 0.3029662432396869, 0.41710146247197233, 0.2003933339274043]"
episode_001,dominated,value,random_equation,93,ep001_vendor_001,FeastMeals001,False,18.89,24,4.4,2.15,3.0,"[0.5137633179058078, 0.03928355307074158, 0.02662147291732921, 0.4203316561061215]"
episode_001,dominated,value,random_equation,94,ep001_vendor_093,CityNow093,False,27.11,25,4.75,1.83,6.17,"[0.09233488894801875, 0.10220005194465057, 0.6186846711273629, 0.1867803879799678]"
episode_001,dominated,value,random_equation,95,ep001_vendor_093,CityNow093,False,27.11,25,4.75,1.83,6.17,"[0.18267803095158203, 0.028157695004842075, 0.5768106152846006, 0.21235365875897533]"
episode_001,dominated,value,random_equation,96,ep001_vendor_001,FeastMeals001,False,18.89,24,4.4,2.15,3.0,"[0.23471710335861493, 0.44008989325254433, 0.06886416326317196, 0.2563288401256688]"
episode_001,dominated,value,random_equation,97,ep001_vendor_001,FeastMeals001,False,18.89,24,4.4,2.15,3.0,"[0.8657211925417543, 0.06425221796238122, 0.05855598486903993, 0.011470604626824482]"
episode_001,dominated,value,random_equation,98,ep001_vendor_001,FeastMeals001,False,18.89,24,4.4,2.15,3.0,"[0.3254217947598442, 0.18746908745037558, 0.4055673077124473, 0.08154181007733291]"
episode_001,dominated,value,random_equation,99,ep001_vendor_001,FeastMeals001,False,18.89,24,4.4,2.15,3.0,"[0.42894819073462853, 0.12992827748101973, 0.2849705566923824, 0.15615297509196946]"
episode_002,dominated,fast,price_first,,ep002_vendor_001,DashFleet001,False,20.42,23,4.24,2.32,5.97,
episode_002,dominated,fast,eta_first,,ep002_vendor_090,CityMeals090,False,25.43,15,4.06,2.98,14.17,
episode_002,dominated,fast,rating_first,,ep002_vendor_089,GoRunner089,False,28.31,46,4.89,7.11,6.66,
episode_002,dominated,fast,balanced_equation,,ep002_vendor_001,DashFleet001,False,20.42,23,4.24,2.32,5.97,
episode_002,dominated,fast,random_equation,0,ep002_vendor_023,QuickRunner023,False,23.49,59,4.88,1.1,8.69,"[0.022059803525483437, 0.09046081630750506, 0.7640169090572188, 0.12346247110979273]"
episode_002,dominated,fast,random_equation,1,ep002_vendor_023,QuickRunner023,False,23.49,59,4.88,1.1,8.69,"[0.17871524067135322, 0.007681952446145657, 0.4806064493015204, 0.33299635758098056]"
episode_002,dominated,fast,random_equation,2,ep002_vendor_090,CityMeals090,False,25.43,15,4.06,2.98,14.17,"[0.1694294266806202, 0.7520783032767434, 1.3378699875821468e-05, 0.07847889134276063]"
episode_002,dominated,fast,random_equation,3,ep002_vendor_001,DashFleet001,False,20.42,23,4.24,2.32,5.97,"[0.43340054520401433, 0.15027506211109615, 0.14107734615887274, 0.2752470465260168]"
episode_002,dominated,fast,random_equation,4,ep002_vendor_068,CityBite068,False,22.96,23,4.51,1.19,3.43,"[0.0860249101419077, 0.42490397162783733, 0.1252314452743543, 0.36383967295590064]"
episode_002,dominated,fast,random_equation,5,ep002_vendor_068,CityBite068,False,22.96,23,4.51,1.19,3.43,"[0.14105464524771338, 0.07724257328746276, 0.20697658204510072, 0.5747261994197231]"
episode_002,dominated,fast,random_equation,6,ep002_vendor_001,DashFleet001,False,20.42,23,4.24,2.32,5.97,"[0.3479179011718308, 0.4156446033105098, 0.021037233359423525, 0.21540026215823574]"
episode_002,dominated,fast,random_equation,7,ep002_vendor_090,CityMeals090,False,25.43,15,4.06,2.98,14.17,"[0.10773505289532302, 0.7407763623105712, 0.024796976034865758, 0.12669160875924]"
episode_002,dominated,fast,random_equation,8,ep002_vendor_078,FeastNow078,False,24.43,18,4.74,2.74,1.86,"[0.19439357306773172, 0.09192134571641031, 0.6755017799073327, 0.038183301308525174]"
episode_002,dominated,fast,random_equation,9,ep002_vendor_068,CityBite068,False,22.96,23,4.51,1.19,3.43,"[0.005056402669298314, 0.2562798093467296, 0.24736200436944758, 0.4913017836145245]"
episode_002,dominated,fast,random_equation,10,ep002_vendor_078,FeastNow078,False,24.43,18,4.74,2.74,1.86,"[0.255484337715721, 0.27779892263843137, 0.3027865712480687, 0.16393016839777902]"
episode_002,dominated,fast,random_equation,11,ep002_vendor_023,QuickRunner023,False,23.49,59,4.88,1.1,8.69,"[0.2615775325720308, 0.039801717585571286, 0.5777703156939944, 0.12085043414840338]"
episode_002,dominated,fast,random_equation,12,ep002_vendor_001,DashFleet001,False,20.42,23,4.24,2.32,5.97,"[0.661816965691211, 0.11813010072575122, 0.21968407572735896, 0.0003688578556788393]"
episode_002,dominated,fast,random_equation,13,ep002_vendor_001,DashFleet001,False,20.42,23,4.24,2.32,5.97,"[0.815395520053917, 0.10635382074477828, 0.03421084363049167, 0.044039815570812914]"
episode_002,dominated,fast,random_equation,14,ep002_vendor_001,DashFleet001,False,20.42,23,4.24,2.32,5.97,"[0.5565001639983125, 0.21527020370401173, 0.131000250644611, 0.09722938165306476]"
episode_002,dominated,fast,random_equation,15,ep002_vendor_068,CityBite068,False,22.96,23,4.51,1.19,3.43,"[0.222727298379272, 0.32278841866500196, 0.023080330875994724, 0.43140395207973137]"
episode_002,dominated,fast,random_equation,16,ep002_vendor_078,FeastNow078,False,24.43,18,4.74,2.74,1.86,"[0.08533883017553943, 0.31325046459436523, 0.32524673233084855, 0.2761639728992469]"
episode_002,dominated,fast,random_equation,17,ep002_vendor_001,DashFleet001,False,20.42,23,4.24,2.32,5.97,"[0.7240866432012902, 0.08914569755353398, 0.1385555598457407, 0.04821209939943505]"
episode_002,dominated,fast,random_equation,18,ep002_vendor_068,CityBite068,False,22.96,23,4.51,1.19,3.43,"[0.03025766595638769, 0.2148388216578092, 0.11646634599144934, 0.6384371663943538]"
episode_002,dominated,fast,random_equation,19,ep002_vendor_078,FeastNow078,False,24.43,18,4.74,2.74,1.86,"[0.16129811294589833, 0.30124842291379716, 0.32528361807112116, 0.21216984606918338]"
episode_002,dominated,fast,random_equation,20,ep002_vendor_023,QuickRunner023,False,23.49,59,4.88,1.1,8.69,"[0.3480241828928614, 0.015262314279676161, 0.45117195447656117, 0.1855415483509013]"
episode_002,dominated,fast,random_equation,21,ep002_vendor_068,CityBite068,False,22.96,23,4.51,1.19,3.43,"[0.21581467975413554, 0.2126071585176894, 0.011454602239335466, 0.5601235594888396]"
episode_002,dominated,fast,random_equation,22,ep002_vendor_023,QuickRunner023,False,23.49,59,4.88,1.1,8.69,"[0.23113129574233168, 0.07656276940512843, 0.575183832534084, 0.11712210231845584]"
episode_002,dominated,fast,random_equation,23,ep002_vendor_068,CityBite068,False,22.96,23,4.51,1.19,3.43,"[0.29997989429769695, 0.20078455981705576, 0.1279815974302116, 0.3712539484550357]"
episode_002,dominated,fast,random_equation,24,ep002_vendor_068,CityBite068,False,22.96,23,4.51,1.19,3.43,"[0.30535294010057595, 0.10041975884751396, 0.3788753305427458, 0.2153519705091643]"
episode_002,dominated,fast,random_equation,25,ep002_vendor_068,CityBite068,False,22.96,23,4.51,1.19,3.43,"[0.08934462718752224, 0.39177830183584766, 0.12876789099897668, 0.39010917997765343]"
episode_002,dominated,fast,random_equation,26,ep002_vendor_068,CityBite068,False,22.96,23,4.51,1.19,3.43,"[0.32070623185905134, 0.221788753553625, 0.2626726072565286, 0.1948324073307951]"
episode_002,dominated,fast,random_equation,27,ep002_vendor_068,CityBite068,False,22.96,23,4.51,1.19,3.43,"[0.13002987167548533, 0.22484701237001484, 0.06648403423130536, 0.5786390817231946]"
episode_002,dominated,fast,random_equation,28,ep002_vendor_001,DashFleet001,False,20.42,23,4.24,2.32,5.97,"[0.6466975353737797, 0.03601659075616187, 0.1033688490592908, 0.2139170248107676]"
episode_002,dominated,fast,random_equation,29,ep002_vendor_068,CityBite068,False,22.96,23,4.51,1.19,3.43,"[0.41131165825978283, 0.08620695169103038, 0.31390126748451674, 0.1885801225646701]"
episode_002,dominated,fast,random_equation,30,ep002_vendor_068,CityBite068,False,22.96,23,4.51,1.19,3.43,"[0.20571562789091868, 0.12565671848611448, 0.02858828897958447, 0.6400393646433824]"
episode_002,dominated,fast,random_equation,31,ep002_vendor_001,DashFleet001,False,20.42,23,4.24,2.32,5.97,"[0.5717972360035117, 0.04530910272376338, 0.20623623258394336, 0.17665742868878148]"
episode_002,dominated,fast,random_equation,32,ep002_vendor_068,CityBite068,False,22.96,23,4.51,1.19,3.43,"[0.172480227034149, 0.2619748947715865, 0.039714733815084675, 0.5258301443791799]"
episode_002,dominated,fast,random_equation,33,ep002_vendor_023,QuickRunner023,False,23.49,59,4.88,1.1,8.69,"[0.3199634377396665, 0.024885034959408584, 0.6306382153443146, 0.02451331195661018]"
episode_002,dominated,fast,random_equation,34,ep002_vendor_001,DashFleet001,False,20.42,23,4.24,2.32,5.97,"[0.5963348112869044, 0.11841893850144847, 0.06416550867373591, 0.2210807415379113]"
